Target in-degree, Target out-degree
113, 112
166, 124
290, 121
143, 106
242, 133
418, 153
130, 338
116, 110
162, 116
358, 114
119, 101
172, 105
340, 143
156, 125
130, 125
314, 164
152, 147
713, 135
259, 141
150, 177
381, 141
116, 123
130, 143
144, 101
205, 134
116, 103
136, 346
108, 127
132, 193
195, 250
105, 166
137, 171
110, 135
106, 101
422, 171
183, 283
109, 474
113, 152
136, 192
156, 114
110, 254
118, 165
205, 132
100, 111
109, 198
102, 115
127, 141
327, 150
444, 101
154, 306
174, 118
208, 240
114, 706
128, 182
185, 761
356, 285
241, 112
142, 156
164, 144
212, 215
116, 229
102, 166
120, 404
111, 116
447, 207
109, 162
102, 351
134, 118
314, 248
643, 160
236, 311
139, 169
105, 1091
114, 191
142, 101
143, 206
238, 148
129, 107
139, 157
128, 133
125, 147
103, 130
136, 141
179, 125
123, 172
532, 109
151, 135
226, 171
134, 102
128, 432
103, 310
186, 286
133, 106
101, 353
186, 129
124, 104
403, 129
139, 129
317, 110
202, 114
243, 189
128, 128
110, 112
103, 160
115, 133
150, 119
122, 117
110, 209
127, 110
180, 105
154, 102
109, 144
134, 167
341, 124
230, 174
155, 167
128, 625
102, 150
110, 104
109, 130
144, 188
183, 261
762, 279
163, 125
103, 121
135, 164
125, 161
108, 223
116, 103
108, 104
192, 191
186, 106
183, 197
174, 279
240, 245
118, 124
149, 748
112, 146
262, 237
309, 325
108, 124
147, 140
521, 178
119, 113
198, 133
119, 138
109, 2177
156, 269
196, 116
194, 152
105, 101
339, 167
1642, 106
110, 258
391, 104
202, 104
131, 119
151, 127
617, 263
158, 188
119, 302
111, 135
299, 213
121, 164
102, 103
111, 107
103, 106
209, 103
113, 432
332, 109
101, 173
114, 133
476, 218
233, 377
168, 131
168, 395
120, 248
128, 111
162, 184
238, 170
201, 101
216, 233
107, 150
283, 124
142, 215
141, 144
135, 191
469, 130
144, 209
123, 109
111, 736
105, 141
235, 139
180, 133
111, 143
105, 414
146, 286
203, 171
133, 165
100, 407
131, 142
136, 273
114, 131
117, 197
111, 159
319, 126
156, 1595
274, 130
139, 150
252, 174
104, 390
160, 158
231, 126
116, 115
100, 116
111, 131
207, 168
118, 1354
103, 150
195, 115
109, 167
162, 199
166, 139
109, 106
102, 1395
215, 106
375, 128
186, 196
205, 576
915, 205
114, 110
110, 2209
237, 136
1154, 293
101, 193
107, 110
126, 199
357, 100
114, 104
107, 117
104, 321
127, 2176
119, 105
196, 103
103, 191
234, 119
319, 1628
119, 190
136, 118
159, 138
101, 195
169, 127
139, 153
128, 187
168, 143
831, 187
130, 126
186, 185
136, 135
206, 145
110, 155
233, 104
154, 106
224, 102
128, 130
143, 130
108, 109
220, 164
192, 111
123, 126
180, 122
105, 105
180, 221
228, 109
115, 153
175, 131
109, 140
141, 194
158, 120
208, 1175
185, 118
129, 260
133, 111
139, 109
127, 235
147, 103
108, 162
110, 248
131, 614
1000, 172
148, 173
104, 183
109, 155
133, 202
291, 112
199, 156
139, 108
134, 346
123, 355
104, 188
196, 162
215, 294
115, 440
190, 170
358, 186
121, 137
127, 129
110, 146
709, 158
118, 269
225, 102
135, 118
110, 307
112, 144
232, 118
115, 150
311, 101
133, 108
567, 109
218, 303
279, 106
125, 115
142, 145
212, 139
107, 103
124, 370
105, 223
112, 117
180, 130
219, 142
179, 101
103, 155
103, 141
189, 101
171, 143
331, 146
161, 117
212, 106
219, 150
159, 349
161, 440
254, 185
199, 103
690, 133
136, 208
425, 108
223, 100
193, 256
142, 135
272, 109
497, 210
180, 153
102, 137
180, 245
101, 119
200, 166
115, 157
124, 921
169, 122
132, 106
105, 126
116, 304
127, 1082
196, 287
134, 159
102, 129
127, 192
640, 131
112, 173
116, 113
502, 100
260, 112
158, 112
111, 115
145, 162
125, 161
915, 162
143, 125
160, 115
115, 103
260, 118
135, 114
101, 132
169, 112
105, 318
132, 103
322, 118
116, 142
138, 135
199, 1391
103, 106
160, 103
190, 106
131, 122
126, 172
127, 113
417, 246
134, 466
116, 105
109, 125
1527, 155
131, 315
267, 174
129, 122
107, 108
122, 111
116, 400
115, 658
103, 170
120, 131
121, 179
166, 116
145, 104
113, 216
110, 126
108, 110
473, 150
104, 232
114, 138
108, 124
163, 138
146, 284
130, 208
261, 137
132, 109
298, 195
257, 145
1249, 126
159, 112
109, 215
154, 119
487, 146
263, 102
124, 104
142, 140
132, 107
542, 508
100, 127
192, 261
253, 109
101, 193
300, 269
116, 292
114, 268
105, 128
168, 172
179, 159
111, 148
165, 147
164, 108
102, 103
116, 1859
101, 116
126, 200
106, 113
318, 107
443, 218
1096, 112
175, 114
103, 204
161, 186
132, 120
121, 161
257, 437
109, 138
105, 111
147, 124
111, 150
160, 150
120, 191
211, 112
262, 190
1194, 255
372, 173
104, 1156
132, 178
183, 255
982, 101
136, 249
529, 161
121, 103
224, 258
129, 779
129, 100
148, 184
192, 121
331, 155
102, 319
132, 550
152, 141
497, 1071
111, 172
248, 110
177, 119
101, 167
342, 122
180, 187
110, 105
182, 154
105, 115
118, 236
150, 111
130, 157
105, 244
151, 172
122, 144
170, 144
111, 140
180, 269
218, 184
142, 184
102, 112
131, 113
118, 107
218, 127
125, 104
112, 337
117, 158
142, 125
133, 104
101, 207
156, 177
118, 208
110, 638
165, 499
177, 108
172, 187
123, 104
362, 162
112, 187
1693, 151
218, 111
137, 103
222, 646
132, 114
102, 135
1633, 164
107, 118
129, 119
116, 102
116, 394
110, 356
169, 142
100, 153
107, 112
118, 106
205, 104
121, 114
107, 106
112, 150
123, 116
100, 123
291, 107
161, 118
132, 276
121, 178
226, 139
159, 135
722, 160
101, 106
232, 121
113, 154
128, 146
230, 145
167, 101
104, 670
117, 104
121, 109
113, 369
133, 166
221, 198
121, 158
114, 369
103, 112
147, 104
120, 124
129, 145
369, 216
103, 195
120, 182
203, 128
176, 101
137, 894
111, 176
341, 161
121, 186
125, 165
120, 155
151, 125
218, 105
134, 105
134, 252
163, 126
164, 177
106, 402
127, 273
122, 103
307, 219
102, 104
137, 479
180, 214
173, 103
131, 636
166, 661
123, 132
104, 216
145, 144
164, 108
306, 116
242, 100
111, 112
277, 144
117, 206
121, 120
249, 213
117, 146
151, 374
154, 667
323, 113
469, 115
166, 101
101, 109
149, 171
120, 134
341, 108
134, 106
124, 121
164, 161
104, 410
350, 346
189, 111
134, 118
106, 101
116, 101
114, 113
116, 283
115, 118
102, 219
419, 124
114, 264
139, 177
539, 243
1271, 157
134, 104
147, 125
941, 116
148, 133
147, 170
136, 222
173, 181
101, 361
152, 116
112, 159
102, 109
444, 118
100, 133
486, 625
117, 454
152, 184
101, 106
103, 101
125, 160
134, 310
116, 320
180, 368
157, 184
258, 109
480, 103
207, 100
113, 188
118, 113
108, 115
111, 130
111, 205
106, 113
273, 111
114, 114
219, 174
107, 103
153, 231
664, 110
144, 240
122, 138
295, 105
138, 105
233, 201
121, 527
1055, 143
127, 110
117, 140
128, 108
176, 162
125, 137
118, 139
144, 267
119, 141
101, 228
122, 125
118, 112
136, 202
120, 117
142, 162
114, 141
107, 160
176, 129
106, 104
146, 214
179, 306
115, 618
126, 207
245, 173
117, 267
138, 156
113, 202
220, 175
143, 105
434, 101
187, 111
143, 250
220, 111
114, 315
116, 208
177, 445
172, 375
361, 102
181, 203
183, 500
162, 110
148, 246
378, 123
143, 133
133, 136
135, 109
167, 555
1066, 133
109, 114
122, 132
1722, 101
126, 171
414, 119
181, 166
103, 129
158, 174
153, 108
142, 142
139, 101
404, 356
137, 128
104, 106
125, 103
148, 144
119, 284
414, 119
300, 121
432, 243
160, 167
137, 171
102, 104
122, 159
113, 243
106, 181
252, 102
161, 121
133, 179
132, 223
201, 538
121, 102
251, 116
122, 193
153, 118
151, 110
350, 102
250, 466
105, 110
151, 120
1691, 173
100, 250
187, 162
109, 109
120, 153
444, 103
147, 117
106, 127
145, 133
106, 105
186, 175
118, 164
183, 106
155, 222
118, 108
106, 118
230, 106
107, 145
190, 117
175, 101
255, 163
105, 128
302, 111
207, 131
162, 287
143, 122
149, 219
494, 116
332, 148
103, 111
178, 109
138, 141
116, 157
101, 718
273, 180
100, 186
121, 105
105, 112
118, 272
163, 317
198, 108
114, 119
371, 111
149, 248
193, 158
102, 131
201, 142
335, 101
105, 375
1086, 527
162, 5000
176, 398
105, 210
108, 126
167, 206
118, 127
316, 142
176, 241
182, 114
173, 132
239, 181
253, 154
112, 202
156, 119
178, 154
116, 120
154, 399
115, 175
186, 128
102, 124
108, 122
194, 103
242, 130
285, 145
166, 148
463, 136
114, 222
102, 133
150, 164
193, 114
112, 1224
148, 215
380, 215
136, 167
110, 142
1185, 121
239, 191
126, 170
108, 115
110, 212
216, 107
115, 101
378, 118
136, 139
322, 111
189, 106
111, 116
304, 106
102, 124
202, 113
258, 199
146, 175
138, 310
122, 161
108, 143
128, 364
167, 164
429, 153
328, 129
103, 230
156, 209
353, 209
102, 230
293, 104
109, 166
119, 100
128, 234
178, 266
187, 101
138, 261
145, 269
212, 109
140, 190
193, 129
107, 216
112, 187
150, 107
139, 156
409, 126
173, 105
100, 457
106, 128
208, 219
116, 139
227, 190
123, 122
155, 106
140, 104
246, 113
138, 493
100, 178
175, 151
231, 109
109, 201
146, 233
260, 147
207, 500
369, 147
201, 110
101, 150
316, 124
294, 139
137, 126
151, 120
157, 102
116, 158
188, 382
109, 146
105, 121
118, 162
107, 108
109, 310
105, 104
133, 255
116, 135
130, 109
226, 119
167, 117
172, 112
152, 116
114, 241
263, 462
204, 101
139, 257
122, 207
137, 136
316, 162
125, 1333
182, 217
251, 480
115, 115
106, 102
147, 202
121, 112
479, 289
135, 111
185, 120
108, 137
122, 164
121, 170
128, 214
106, 119
129, 137
119, 106
116, 107
103, 141
126, 110
147, 331
370, 258
106, 293
193, 150
104, 133
272, 113
323, 111
256, 113
254, 115
100, 502
147, 130
133, 237
142, 179
451, 151
111, 122
195, 190
114, 172
153, 123
148, 120
311, 162
197, 205
251, 168
455, 179
273, 222
376, 275
203, 137
117, 111
118, 212
284, 114
123, 103
151, 104
215, 221
196, 125
108, 118
171, 102
327, 129
220, 199
102, 198
133, 339
148, 126
213, 120
242, 103
140, 106
242, 125
124, 110
132, 338
115, 112
185, 886
151, 253
117, 113
283, 110
163, 174
371, 175
131, 125
155, 483
192, 126
116, 150
131, 198
174, 115
106, 101
131, 147
390, 173
197, 167
169, 120
139, 364
146, 125
106, 109
102, 102
239, 134
129, 130
129, 107
212, 171
177, 111
130, 124
134, 143
126, 265
103, 120
145, 218
442, 110
105, 133
105, 163
221, 112
211, 240
114, 158
117, 164
101, 175
200, 218
122, 132
786, 194
213, 132
115, 109
118, 119
136, 226
105, 130
671, 111
250, 104
227, 166
118, 155
136, 143
111, 193
108, 112
130, 297
822, 194
121, 568
137, 105
128, 189
115, 176
101, 183
139, 106
106, 136
118, 435
147, 105
155, 230
175, 102
121, 265
212, 136
103, 111
124, 102
346, 172
100, 128
202, 129
106, 2632
104, 107
183, 151
114, 227
101, 143
202, 150
159, 123
126, 118
127, 179
108, 109
108, 111
123, 140
114, 116
108, 115
168, 323
166, 200
321, 188
279, 159
118, 105
130, 119
161, 109
260, 113
141, 113
141, 292
323, 166
102, 103
240, 127
147, 103
167, 179
119, 118
157, 382
102, 141
169, 325
105, 369
100, 142
114, 161
174, 104
244, 110
119, 122
103, 112
532, 105
115, 218
138, 215
254, 107
138, 108
129, 103
104, 133
151, 188
123, 171
168, 124
110, 276
500, 247
425, 220
100, 115
107, 103
133, 105
109, 177
286, 165
137, 190
200, 396
268, 109
100, 378
156, 151
169, 382
113, 119
118, 128
109, 114
113, 106
101, 114
123, 109
118, 212
115, 134
136, 106
104, 357
249, 236
265, 182
620, 267
164, 151
131, 118
141, 167
153, 209
101, 193
100, 116
248, 102
138, 111
111, 206
500, 132
112, 131
148, 117
123, 127
105, 112
104, 104
103, 185
165, 138
849, 107
107, 150
316, 108
119, 330
129, 107
426, 284
120, 107
167, 117
151, 254
178, 106
107, 101
139, 113
113, 151
118, 118
117, 349
202, 116
102, 283
231, 433
101, 105
262, 131
114, 223
119, 146
386, 400
224, 140
214, 140
157, 319
143, 104
106, 193
166, 129
101, 331
121, 207
109, 126
167, 683
121, 172
104, 110
105, 120
550, 127
250, 316
121, 167
128, 105
107, 827
100, 166
103, 107
126, 182
144, 127
160, 250
108, 210
112, 216
201, 144
135, 243
178, 146
108, 170
342, 642
149, 114
161, 423
123, 197
376, 123
127, 1022
136, 199
179, 654
107, 119
234, 117
104, 101
103, 236
148, 143
169, 114
102, 217
288, 476
206, 133
111, 127
127, 145
107, 120
267, 142
119, 121
115, 811
119, 127
118, 106
169, 124
107, 185
110, 175
113, 237
317, 116
160, 213
113, 126
113, 129
201, 156
367, 281
306, 216
127, 111
106, 163
110, 129
100, 135
142, 170
226, 166
125, 642
120, 154
222, 113
247, 130
982, 103
213, 112
135, 146
218, 127
130, 177
109, 213
278, 117
130, 102
171, 130
141, 109
103, 120
223, 132
118, 106
100, 104
121, 248
139, 120
297, 117
143, 123
221, 119
188, 112
725, 288
709, 260
108, 128
311, 226
220, 129
557, 262
182, 207
118, 687
283, 118
103, 111
106, 147
142, 100
226, 101
123, 158
120, 103
223, 119
400, 213
108, 104
109, 102
297, 482
133, 262
230, 107
163, 105
106, 141
126, 110
180, 139
185, 111
139, 143
112, 240
106, 143
294, 333
224, 237
179, 419
323, 261
731, 219
230, 131
168, 162
149, 117
185, 171
206, 104
241, 135
150, 147
168, 102
102, 256
275, 109
125, 201
104, 109
153, 203
106, 139
160, 104
117, 131
141, 343
102, 102
111, 200
185, 428
238, 147
129, 127
104, 102
132, 106
306, 119
118, 116
102, 123
130, 162
105, 143
105, 186
158, 126
107, 105
118, 110
108, 136
361, 259
130, 199
128, 228
107, 135
261, 149
153, 199
249, 257
2289, 289
111, 130
141, 119
362, 157
100, 145
494, 108
162, 115
120, 205
183, 114
161, 106
714, 2149
350, 106
135, 209
171, 101
144, 141
281, 144
126, 103
367, 280
125, 258
137, 125
126, 132
142, 967
173, 230
201, 126
102, 125
138, 101
125, 129
107, 233
110, 218
250, 178
118, 187
112, 171
213, 107
146, 108
650, 1578
142, 124
131, 100
123, 105
234, 105
135, 269
135, 378
298, 232
122, 101
164, 141
229, 137
110, 105
111, 127
200, 533
143, 118
106, 139
118, 160
244, 182
161, 110
215, 133
116, 114
119, 185
109, 110
145, 140
112, 109
834, 100
163, 109
106, 228
149, 261
210, 103
107, 285
147, 130
139, 126
106, 105
147, 305
146, 221
107, 237
142, 119
100, 101
215, 112
110, 209
113, 225
393, 121
160, 139
109, 127
147, 119
116, 104
185, 198
135, 235
253, 872
186, 126
214, 249
111, 118
107, 112
121, 344
129, 141
178, 159
119, 162
347, 330
106, 104
119, 167
127, 149
188, 105
119, 109
327, 108
108, 162
144, 385
136, 186
113, 155
324, 146
142, 120
101, 111
328, 122
228, 238
114, 336
325, 145
149, 118
104, 117
126, 126
132, 118
143, 154
310, 101
143, 124
195, 193
399, 167
117, 134
418, 119
164, 258
161, 133
175, 256
124, 154
126, 311
270, 134
109, 114
235, 157
143, 122
110, 130
125, 178
204, 105
131, 182
195, 177
108, 177
595, 205
146, 156
112, 112
133, 148
214, 227
133, 168
116, 158
289, 104
111, 128
129, 126
226, 204
103, 151
264, 137
116, 157
108, 129
117, 107
109, 226
185, 125
100, 108
313, 219
435, 123
133, 112
398, 121
117, 107
186, 174
141, 143
133, 149
104, 119
101, 123
291, 109
195, 109
118, 309
509, 906
116, 578
107, 108
205, 104
139, 112
117, 131
143, 148
149, 114
113, 103
196, 168
157, 233
394, 160
109, 234
209, 304
623, 103
217, 395
102, 102
326, 110
111, 173
115, 174
272, 144
105, 127
103, 168
159, 118
180, 123
375, 118
109, 272
311, 121
177, 173
112, 171
189, 1117
157, 204
102, 141
376, 113
109, 110
299, 101
181, 724
130, 205
163, 101
102, 121
124, 593
159, 143
247, 142
239, 144
110, 102
110, 299
101, 207
169, 103
117, 154
117, 132
201, 109
136, 135
108, 271
112, 205
283, 116
104, 114
114, 178
195, 103
111, 151
154, 124
156, 201
115, 161
144, 302
172, 214
137, 381
112, 113
105, 173
174, 114
146, 287
876, 130
107, 104
165, 124
200, 126
131, 395
379, 1066
119, 145
197, 146
107, 116
132, 222
102, 302
192, 115
106, 232
342, 214
102, 134
172, 101
258, 219
105, 139
108, 253
258, 151
213, 213
149, 104
120, 119
158, 133
149, 101
114, 157
341, 484
251, 101
210, 203
228, 230
112, 137
249, 103
116, 381
146, 129
211, 127
512, 150
109, 143
163, 136
226, 114
308, 125
115, 107
446, 109
104, 219
111, 262
149, 1648
173, 199
137, 142
223, 189
133, 122
107, 113
186, 105
206, 277
158, 128
122, 129
161, 114
204, 272
124, 186
101, 133
142, 113
118, 103
113, 456
222, 176
136, 157
129, 302
361, 145
105, 165
159, 272
142, 112
116, 245
159, 277
103, 126
194, 130
104, 205
251, 154
702, 107
163, 111
104, 131
278, 147
101, 117
132, 402
218, 145
153, 129
128, 104
158, 168
326, 112
143, 531
153, 115
126, 168
101, 113
114, 973
123, 257
111, 131
117, 103
467, 118
121, 127
113, 106
322, 220
142, 119
273, 106
397, 209
121, 135
195, 292
182, 106
146, 185
122, 202
182, 173
159, 288
105, 278
386, 102
109, 116
131, 127
125, 121
110, 278
161, 102
647, 149
227, 118
4842, 148
110, 182
170, 183
130, 645
135, 105
167, 103
714, 190
371, 340
205, 104
110, 110
136, 146
141, 164
129, 106
172, 127
172, 137
173, 172
101, 247
125, 172
147, 205
167, 1075
271, 118
103, 253
100, 634
203, 207
103, 365
428, 144
136, 134
108, 268
150, 225
115, 113
117, 327
289, 118
197, 115
421, 118
100, 155
117, 272
269, 121
185, 273
119, 137
165, 124
128, 154
272, 257
101, 100
185, 154
228, 440
223, 104
262, 176
125, 158
348, 120
285, 352
293, 108
215, 198
137, 140
161, 204
495, 115
106, 124
237, 649
112, 254
746, 328
132, 218
263, 113
274, 186
318, 114
120, 235
145, 111
195, 130
122, 145
109, 223
101, 207
151, 623
101, 174
122, 245
168, 145
176, 164
132, 106
131, 118
122, 118
1409, 114
143, 120
102, 102
140, 214
134, 234
120, 158
161, 121
126, 110
119, 127
254, 162
113, 140
108, 301
107, 153
1104, 147
263, 121
238, 258
148, 122
109, 155
126, 166
126, 230
136, 175
130, 104
1032, 211
115, 118
109, 105
319, 126
155, 102
116, 184
161, 115
115, 137
151, 103
121, 106
129, 137
180, 206
106, 103
153, 151
193, 804
166, 189
204, 292
100, 343
626, 327
118, 150
439, 147
116, 151
215, 142
101, 124
152, 124
135, 525
233, 108
192, 362
112, 120
140, 385
118, 107
170, 102
100, 171
516, 723
152, 115
147, 143
213, 223
104, 151
120, 105
334, 276
134, 125
244, 116
142, 151
111, 185
269, 175
167, 108
222, 119
112, 226
461, 109
215, 144
129, 122
102, 111
107, 106
198, 132
112, 170
119, 169
101, 107
338, 145
178, 105
114, 149
209, 281
182, 152
110, 306
126, 107
103, 109
166, 135
138, 174
166, 158
209, 127
101, 649
102, 121
164, 103
134, 147
154, 107
166, 228
176, 130
177, 126
642, 257
117, 124
572, 121
142, 160
210, 717
118, 130
155, 103
217, 159
101, 237
364, 169
282, 126
111, 135
141, 241
116, 110
114, 404
149, 113
217, 234
150, 203
108, 103
125, 332
102, 167
121, 163
179, 106
114, 187
370, 109
125, 224
144, 150
116, 101
127, 143
111, 162
135, 197
241, 114
151, 128
1134, 181
134, 125
159, 139
2101, 356
106, 179
101, 123
129, 463
140, 206
202, 100
121, 100
101, 182
143, 113
121, 504
516, 108
112, 145
146, 111
113, 613
148, 236
136, 148
197, 152
114, 208
320, 164
189, 128
128, 138
129, 185
139, 132
130, 1268
168, 190
469, 160
273, 108
107, 129
123, 124
126, 292
110, 240
132, 330
128, 170
176, 119
118, 129
179, 175
279, 105
127, 124
143, 219
124, 109
143, 120
206, 127
135, 308
210, 218
115, 108
175, 130
562, 105
121, 125
201, 1035
171, 102
128, 124
185, 116
133, 105
160, 417
291, 484
105, 129
116, 272
211, 185
204, 149
141, 5000
180, 110
130, 171
117, 190
101, 101
187, 177
103, 105
101, 204
125, 136
259, 582
129, 194
372, 141
107, 111
125, 323
307, 107
135, 128
107, 108
151, 146
226, 239
116, 239
251, 527
142, 306
103, 146
170, 132
846, 142
128, 128
115, 121
292, 126
142, 115
117, 129
126, 190
219, 140
275, 124
101, 174
110, 117
141, 101
114, 100
332, 119
146, 151
189, 144
103, 106
318, 120
133, 215
174, 416
102, 408
123, 129
172, 107
298, 146
139, 325
112, 171
110, 182
175, 130
183, 155
185, 114
108, 132
199, 113
148, 169
144, 652
133, 111
350, 136
107, 116
267, 217
129, 199
121, 286
170, 145
147, 241
113, 113
114, 358
220, 417
109, 408
126, 315
109, 334
149, 173
297, 704
259, 227
134, 639
104, 120
206, 136
103, 104
123, 183
159, 283
146, 241
105, 207
200, 289
185, 321
236, 104
225, 591
908, 124
166, 283
122, 140
177, 209
137, 199
104, 114
112, 107
121, 149
238, 348
132, 124
198, 143
107, 141
128, 241
129, 112
324, 112
110, 305
149, 234
207, 288
120, 135
169, 209
111, 190
2375, 129
255, 120
436, 174
114, 126
101, 597
285, 108
137, 117
577, 273
138, 282
104, 170
207, 161
137, 147
141, 211
740, 108
148, 110
277, 148
154, 188
261, 145
128, 104
306, 130
103, 209
150, 144
102, 145
128, 143
129, 135
109, 109
104, 164
182, 151
129, 177
185, 441
264, 154
140, 133
119, 124
481, 177
132, 258
105, 138
162, 167
1411, 170
109, 127
109, 151
243, 121
191, 312
445, 132
136, 124
106, 110
120, 523
198, 220
129, 102
108, 124
188, 151
112, 226
102, 238
134, 102
138, 161
131, 167
110, 115
505, 318
108, 334
122, 158
117, 133
208, 152
129, 143
125, 220
149, 141
108, 117
103, 124
104, 105
110, 144
107, 169
107, 149
119, 120
220, 116
112, 394
109, 146
147, 132
542, 120
928, 125
234, 124
109, 126
253, 120
165, 322
170, 183
100, 241
113, 108
139, 124
179, 208
168, 139
101, 259
131, 110
127, 458
159, 124
116, 157
186, 104
405, 278
134, 214
110, 104
178, 243
210, 179
171, 957
241, 108
123, 143
327, 716
1207, 368
243, 130
106, 113
125, 186
151, 162
120, 117
181, 115
108, 108
101, 121
112, 186
108, 726
129, 229
578, 114
434, 120
196, 261
118, 194
213, 106
108, 296
122, 142
157, 302
107, 314
109, 232
108, 120
446, 109
163, 109
282, 211
108, 117
155, 106
142, 146
131, 115
128, 182
624, 109
231, 106
103, 108
162, 168
102, 196
148, 111
150, 178
142, 142
258, 107
172, 191
319, 223
2800, 140
330, 141
101, 121
196, 129
101, 187
152, 243
243, 161
586, 135
116, 100
111, 228
112, 196
140, 182
115, 123
238, 319
104, 191
183, 104
113, 160
152, 114
377, 120
165, 436
101, 112
212, 260
231, 199
120, 104
200, 140
292, 432
114, 127
168, 137
189, 137
126, 217
111, 104
262, 130
177, 131
165, 160
191, 117
150, 199
136, 123
158, 117
104, 315
124, 244
128, 114
213, 161
160, 132
104, 122
302, 135
106, 104
144, 562
140, 112
128, 107
229, 106
128, 126
270, 256
182, 136
107, 214
125, 137
161, 199
183, 128
125, 120
233, 134
166, 184
302, 201
218, 130
189, 118
160, 106
129, 131
114, 217
216, 105
165, 139
149, 202
117, 334
114, 289
171, 376
117, 101
115, 105
136, 286
221, 124
164, 155
204, 124
269, 126
136, 116
218, 178
103, 153
209, 178
103, 121
133, 122
114, 173
112, 298
157, 139
324, 246
152, 125
186, 125
186, 123
432, 137
181, 228
250, 109
104, 164
247, 107
112, 160
224, 116
368, 115
156, 109
323, 219
102, 141
117, 436
122, 249
120, 102
112, 101
128, 108
140, 104
471, 122
114, 101
488, 104
108, 109
176, 419
132, 159
111, 100
203, 105
224, 224
155, 104
199, 348
332, 103
516, 106
104, 124
116, 152
133, 113
313, 172
114, 264
194, 127
101, 130
121, 134
101, 142
135, 209
156, 115
153, 110
121, 121
105, 114
127, 103
123, 136
130, 157
101, 246
228, 362
141, 102
213, 114
132, 222
167, 198
114, 170
115, 178
132, 249
382, 1675
101, 116
121, 106
139, 181
109, 234
109, 151
131, 110
129, 113
106, 312
117, 290
107, 179
176, 209
133, 340
132, 177
157, 257
144, 146
255, 146
212, 109
166, 116
265, 222
104, 100
125, 140
111, 204
186, 119
171, 618
110, 217
172, 256
150, 105
204, 750
210, 125
244, 119
295, 176
238, 172
249, 136
356, 182
116, 1717
184, 163
139, 305
127, 111
111, 102
110, 124
240, 242
112, 127
357, 491
126, 181
121, 112
810, 112
283, 228
272, 187
117, 216
130, 146
214, 106
109, 117
100, 146
136, 111
153, 165
148, 129
136, 196
215, 127
182, 109
104, 101
124, 103
113, 113
276, 104
400, 108
271, 124
173, 168
137, 235
340, 138
124, 127
172, 359
100, 112
121, 137
415, 106
257, 166
116, 364
169, 159
810, 272
241, 261
418, 206
1097, 227
106, 171
135, 154
138, 126
103, 241
197, 187
200, 199
346, 104
113, 266
110, 103
141, 133
966, 108
102, 620
101, 271
241, 476
164, 235
205, 197
138, 113
121, 475
154, 126
215, 121
104, 146
104, 1725
159, 118
262, 215
124, 124
113, 123
141, 116
121, 143
106, 108
137, 197
502, 114
139, 133
