Target in-degree, Target out-degree
29, 37
37, 29
31, 28
21, 31
45, 41
23, 21
21, 43
24, 23
61, 21
28, 49
22, 28
145, 34
20, 65
25, 26
25, 22
39, 21
20, 30
36, 33
23, 48
25, 22
35, 37
23, 43
31, 35
22, 30
49, 47
28, 21
26, 28
59, 26
27, 24
21, 21
28, 65
22, 30
29, 21
25, 107
20, 81
22, 36
36, 27
31, 26
24, 20
22, 23
48, 44
26, 25
26, 25
20, 21
47, 21
22, 27
21, 25
22, 33
27, 32
33, 27
31, 172
24, 26
27, 21
21, 20
21, 24
24, 21
23, 47
26, 38
24, 27
20, 23
30, 22
45, 35
31, 21
27, 23
52, 23
45, 29
23, 23
22, 59
25, 24
114, 27
34, 24
29, 21
23, 22
68, 31
34, 70
20, 25
22, 74
23, 60
21, 45
22, 21
22, 21
34, 28
25, 20
27, 69
24, 27
27, 22
65, 22
23, 22
25, 23
20, 22
23, 21
34, 26
20, 21
25, 22
20, 33
23, 23
63, 21
49, 25
21, 26
25, 28
21, 20
38, 20
23, 22
23, 34
26, 23
21, 38
24, 40
24, 25
161, 41
31, 20
29, 21
23, 28
22, 22
21, 24
33, 26
20, 41
27, 38
56, 44
21, 23
30, 28
29, 33
25, 21
28, 39
28, 28
32, 23
29, 24
24, 20
20, 28
22, 21
20, 21
30, 20
57, 23
43, 45
22, 65
22, 47
27, 42
30, 21
20, 23
51, 28
20, 30
20, 30
21, 24
30, 21
21, 20
22, 21
21, 71
21, 20
22, 21
51, 26
20, 21
24, 28
20, 21
30, 20
25, 29
30, 25
23, 30
22, 24
21, 45
26, 22
46, 37
24, 89
35, 27
20, 21
28, 57
28, 30
21, 20
23, 21
22, 20
22, 30
30, 42
22, 20
27, 24
25, 31
23, 20
159, 22
42, 24
22, 30
62, 22
35, 27
22, 24
23, 23
25, 28
25, 31
29, 29
24, 24
27, 29
24, 21
21, 46
46, 24
64, 45
29, 38
23, 47
26, 22
21, 23
41, 24
35, 21
31, 23
36, 22
20, 25
43, 25
43, 25
21, 23
28, 22
22, 26
29, 22
25, 23
21, 33
22, 28
20, 24
20, 53
38, 35
21, 27
21, 63
34, 21
25, 30
29, 24
21, 34
31, 36
20, 66
24, 29
21, 39
20, 22
28, 22
44, 30
31, 45
29, 27
31, 34
21, 39
32, 63
20, 22
29, 30
28, 36
25, 23
28, 25
23, 20
22, 26
44, 22
33, 26
25, 30
22, 22
27, 48
37, 23
31, 20
22, 25
73, 22
31, 28
48, 23
25, 24
31, 21
49, 20
21, 21
27, 21
23, 23
28, 40
20, 45
21, 29
37, 58
86, 26
64, 21
20, 54
24, 33
27, 23
21, 20
32, 40
21, 30
48, 23
36, 25
24, 21
39, 21
20, 46
78, 21
27, 36
21, 26
23, 21
31, 24
20, 21
22, 28
25, 23
30, 22
22, 44
57, 21
22, 33
29, 30
69, 26
33, 20
24, 32
22, 20
27, 23
27, 60
25, 23
24, 26
25, 27
21, 76
55, 42
22, 21
34, 22
23, 20
86, 82
32, 60
25, 26
218, 53
23, 22
57, 40
27, 26
37, 20
38, 22
27, 23
36, 32
23, 33
28, 26
60, 24
32, 22
25, 31
22, 22
30, 33
35, 30
31, 21
47, 29
133, 25
22, 37
26, 20
21, 21
24, 44
40, 30
30, 26
22, 28
69, 20
52, 25
32, 22
33, 25
20, 27
21, 31
30, 21
24, 30
27, 28
26, 21
30, 27
22, 21
26, 21
34, 22
29, 20
39, 28
20, 35
21, 35
20, 42
22, 20
25, 24
33, 21
26, 21
42, 21
36, 24
22, 26
20, 25
28, 26
28, 24
33, 22
25, 28
44, 26
24, 20
23, 25
46, 28
25, 24
21, 22
27, 27
25, 25
30, 22
45, 54
35, 60
24, 24
26, 20
40, 23
23, 23
54, 22
44, 24
22, 22
39, 21
45, 23
26, 122
28, 21
27, 21
28, 23
24, 26
22, 22
25, 30
29, 20
32, 26
23, 21
41, 23
23, 34
30, 26
20, 26
31, 67
49, 23
64, 27
25, 27
29, 21
41, 21
28, 21
22, 21
37, 52
21, 27
25, 26
29, 23
37, 84
21, 26
26, 22
21, 22
21, 20
27, 21
27, 20
31, 22
21, 27
23, 33
32, 29
47, 27
27, 21
22, 21
28, 40
24, 25
39, 27
20, 24
34, 21
30, 81
21, 22
21, 33
23, 39
20, 25
25, 24
22, 22
21, 22
36, 30
23, 20
33, 58
42, 22
24, 32
34, 25
21, 27
27, 39
27, 32
21, 30
26, 26
27, 27
20, 20
20, 22
22, 21
25, 21
35, 35
21, 27
33, 20
33, 22
33, 27
29, 52
21, 22
35, 32
20, 73
25, 26
25, 20
21, 25
21, 21
35, 23
23, 23
25, 21
21, 27
30, 42
28, 25
21, 24
20, 34
23, 22
21, 21
71, 21
21, 24
29, 28
25, 37
21, 27
20, 62
58, 23
22, 24
24, 24
20, 21
22, 29
28, 24
20, 30
21, 24
47, 22
27, 43
24, 30
23, 21
23, 36
46, 25
24, 53
25, 23
22, 32
35, 31
21, 38
41, 24
26, 25
36, 27
22, 20
20, 21
22, 27
20, 29
22, 23
32, 28
22, 29
21, 27
28, 27
79, 43
23, 34
28, 25
28, 25
48, 21
20, 32
32, 22
33, 32
23, 21
23, 24
32, 28
33, 26
22, 67
22, 24
27, 36
20, 27
31, 23
23, 23
37, 20
40, 33
21, 43
26, 47
21, 23
29, 25
24, 20
42, 21
28, 29
30, 42
28, 43
22, 22
31, 22
34, 24
28, 21
35, 25
21, 29
22, 23
27, 34
22, 30
21, 48
22, 26
51, 21
30, 27
32, 24
25, 24
22, 32
27, 20
20, 24
25, 29
26, 22
21, 31
67, 24
20, 26
22, 23
22, 23
22, 25
42, 21
27, 27
32, 23
78, 22
31, 22
62, 23
22, 20
32, 32
30, 23
20, 40
20, 20
23, 21
27, 26
24, 38
46, 28
23, 35
36, 48
24, 27
22, 24
33, 20
29, 32
23, 57
32, 21
31, 25
24, 33
23, 25
34, 28
27, 24
22, 20
22, 21
29, 27
49, 25
25, 23
20, 33
31, 37
34, 24
27, 21
23, 23
22, 20
36, 30
37, 21
22, 28
34, 35
20, 163
35, 22
21, 25
38, 20
60, 23
24, 20
21, 21
39, 51
25, 25
21, 38
36, 23
46, 28
21, 32
34, 22
24, 27
21, 24
27, 46
30, 31
24, 26
33, 23
50, 21
24, 21
22, 22
20, 33
30, 21
28, 26
25, 26
21, 27
23, 176
39, 30
27, 64
21, 22
42, 38
47, 22
24, 30
28, 23
37, 20
24, 21
22, 25
42, 20
27, 25
26, 21
20, 31
29, 23
31, 26
20, 23
25, 22
26, 24
20, 25
29, 25
21, 23
37, 20
23, 22
21, 28
32, 20
28, 23
26, 21
24, 27
50, 21
47, 29
28, 73
20, 21
21, 26
26, 22
20, 21
30, 21
26, 26
21, 40
36, 23
26, 27
23, 21
54, 37
23, 24
24, 22
25, 23
66, 21
23, 106
22, 25
26, 33
31, 27
68, 24
33, 25
154, 68
23, 36
22, 41
24, 27
20, 23
24, 24
33, 39
30, 22
22, 29
24, 25
29, 29
20, 22
24, 31
35, 24
21, 27
44, 21
27, 22
20, 39
21, 24
25, 22
35, 46
27, 27
33, 23
37, 75
79, 22
25, 28
43, 25
40, 23
22, 30
32, 24
22, 29
27, 39
51, 28
31, 21
20, 21
23, 39
21, 47
24, 43
22, 22
40, 22
26, 23
39, 24
39, 31
33, 21
24, 26
26, 30
22, 21
27, 21
31, 23
22, 34
25, 26
29, 27
25, 21
25, 30
24, 23
48, 50
32, 34
23, 28
26, 21
31, 59
29, 22
29, 41
23, 22
20, 21
26, 22
45, 20
34, 27
29, 22
30, 21
66, 21
26, 43
20, 23
30, 24
47, 22
26, 28
21, 22
42, 39
21, 22
21, 21
24, 29
24, 23
31, 21
41, 24
25, 27
26, 24
29, 21
23, 30
24, 20
21, 23
22, 28
90, 24
40, 41
22, 107
21, 24
21, 26
21, 26
37, 36
30, 31
22, 21
23, 34
27, 59
44, 48
28, 23
54, 32
29, 22
