Target in-degree, Target out-degree
133, 114
102, 109
230, 191
114, 128
155, 371
112, 107
143, 109
128, 106
187, 147
180, 325
156, 122
173, 108
116, 197
110, 102
102, 249
128, 140
110, 134
195, 106
122, 107
148, 107
106, 391
116, 178
108, 199
423, 102
131, 176
101, 112
111, 181
126, 139
149, 156
148, 160
145, 109
118, 236
173, 110
103, 110
121, 168
120, 137
163, 167
121, 354
143, 120
101, 108
109, 102
127, 126
207, 100
104, 134
158, 175
115, 120
101, 155
115, 184
439, 121
103, 121
109, 128
101, 510
113, 123
322, 295
203, 100
107, 104
102, 147
137, 260
149, 155
129, 121
130, 199
191, 133
136, 108
119, 135
139, 126
101, 189
101, 102
186, 114
128, 175
112, 119
176, 123
128, 198
106, 105
175, 186
191, 115
112, 119
109, 105
338, 179
115, 118
120, 307
209, 122
176, 223
126, 143
109, 101
124, 127
121, 112
356, 276
106, 105
103, 354
331, 249
114, 110
115, 130
118, 113
116, 155
149, 167
149, 134
109, 127
126, 155
107, 155
160, 142
110, 107
261, 109
105, 104
116, 109
103, 114
106, 119
134, 125
265, 366
171, 113
152, 126
103, 119
103, 114
241, 134
102, 104
113, 174
161, 131
100, 150
166, 105
174, 105
116, 212
123, 128
113, 101
101, 110
101, 176
131, 155
113, 142
105, 118
346, 103
361, 101
107, 112
183, 254
186, 184
141, 139
388, 122
161, 115
115, 108
199, 142
110, 208
212, 111
150, 122
100, 101
104, 105
120, 103
108, 118
104, 118
147, 269
114, 129
167, 345
106, 163
121, 230
104, 165
105, 513
120, 118
204, 114
142, 134
164, 143
137, 202
171, 101
295, 100
120, 103
119, 104
101, 157
141, 173
152, 172
133, 105
153, 149
235, 190
148, 115
110, 133
144, 211
106, 121
130, 163
114, 115
170, 112
116, 109
115, 163
115, 117
127, 382
107, 109
167, 160
117, 127
122, 112
116, 105
141, 136
151, 113
126, 198
159, 101
141, 102
118, 121
115, 159
143, 149
128, 625
102, 101
357, 110
110, 162
100, 140
111, 122
241, 140
135, 133
109, 113
204, 155
107, 140
165, 176
150, 106
110, 102
227, 224
158, 121
221, 176
123, 206
102, 153
142, 102
116, 236
127, 112
131, 104
189, 170
119, 156
129, 134
117, 113
119, 102
124, 143
104, 118
132, 195
176, 124
146, 112
116, 157
100, 100
172, 116
246, 114
140, 125
120, 125
112, 185
109, 178
121, 135
105, 182
143, 136
125, 165
393, 102
141, 171
129, 114
103, 208
102, 103
214, 198
121, 181
107, 102
114, 138
131, 138
123, 166
121, 208
117, 132
153, 101
106, 108
174, 105
111, 122
270, 170
165, 101
147, 185
104, 134
152, 131
120, 219
138, 157
128, 107
116, 388
294, 169
198, 114
116, 135
116, 128
172, 106
145, 102
139, 138
196, 119
142, 131
110, 162
105, 289
114, 131
194, 257
112, 118
104, 142
117, 103
121, 110
120, 171
182, 165
114, 141
268, 527
151, 133
137, 133
337, 111
105, 109
101, 111
107, 115
178, 101
112, 104
120, 119
162, 170
125, 108
101, 221
100, 199
147, 114
127, 139
114, 109
108, 250
172, 107
108, 249
118, 109
108, 133
133, 101
137, 193
105, 101
111, 220
183, 162
104, 200
145, 104
158, 116
122, 111
415, 164
125, 107
151, 112
117, 221
109, 162
105, 120
115, 151
122, 272
132, 135
478, 184
126, 180
136, 138
150, 111
156, 122
139, 107
151, 137
291, 107
172, 145
125, 106
133, 150
248, 151
105, 111
120, 134
109, 428
107, 108
179, 147
101, 120
113, 157
149, 101
107, 114
109, 216
255, 107
103, 157
190, 133
226, 121
112, 187
105, 120
104, 132
100, 115
130, 107
131, 117
202, 135
171, 107
115, 126
109, 128
180, 122
120, 163
139, 128
127, 125
104, 120
227, 118
111, 102
172, 118
138, 173
155, 106
1007, 112
130, 201
201, 115
102, 108
186, 112
156, 145
154, 106
121, 116
148, 274
185, 169
117, 160
107, 141
175, 365
101, 121
168, 163
135, 167
102, 105
144, 239
124, 154
105, 114
100, 201
575, 155
101, 121
103, 155
118, 241
128, 161
147, 150
119, 126
146, 122
239, 123
108, 128
110, 111
143, 231
107, 105
141, 114
123, 142
108, 122
117, 110
209, 123
372, 111
118, 126
101, 103
108, 122
133, 206
213, 126
116, 104
101, 137
117, 147
128, 132
178, 106
210, 112
177, 103
157, 108
115, 139
143, 114
222, 102
180, 270
105, 101
119, 151
233, 112
108, 111
119, 109
205, 165
231, 119
115, 157
134, 109
101, 119
114, 162
135, 145
118, 110
1115, 113
113, 180
110, 122
195, 142
106, 167
271, 116
102, 116
135, 261
105, 127
116, 124
110, 252
151, 112
115, 101
102, 250
151, 122
107, 151
159, 127
129, 100
277, 119
143, 104
107, 137
124, 110
298, 102
107, 103
134, 130
132, 184
125, 111
104, 178
113, 107
161, 101
138, 278
155, 116
123, 111
117, 119
145, 101
128, 194
140, 471
104, 136
102, 113
148, 141
189, 111
124, 115
129, 136
106, 189
165, 233
199, 118
199, 136
161, 115
201, 105
158, 131
106, 111
120, 170
110, 128
118, 113
181, 103
285, 147
116, 121
101, 210
101, 107
157, 177
104, 138
108, 351
109, 335
113, 104
104, 102
142, 111
114, 102
102, 134
135, 123
216, 120
130, 192
104, 218
112, 105
170, 115
113, 129
106, 120
106, 117
118, 117
115, 150
124, 122
162, 105
152, 103
108, 165
145, 169
109, 133
109, 167
121, 114
148, 155
123, 125
102, 164
101, 109
107, 107
135, 134
131, 249
112, 101
117, 102
106, 103
105, 116
199, 177
106, 104
118, 117
211, 180
150, 134
131, 106
102, 139
253, 103
188, 105
111, 121
151, 179
117, 100
194, 161
102, 101
191, 108
119, 155
100, 131
184, 119
251, 155
109, 141
113, 170
173, 117
120, 158
124, 111
199, 157
151, 134
132, 103
134, 121
188, 140
123, 151
182, 194
121, 188
120, 111
110, 116
100, 126
100, 114
112, 174
151, 151
131, 107
384, 121
234, 148
101, 125
167, 136
232, 140
110, 118
115, 103
110, 165
237, 145
102, 107
101, 102
146, 101
118, 317
186, 104
146, 119
112, 144
181, 108
116, 187
148, 105
122, 137
164, 148
567, 104
162, 110
212, 148
226, 272
198, 263
100, 130
364, 119
128, 179
126, 108
109, 166
193, 102
387, 109
219, 145
116, 116
112, 105
101, 111
110, 173
128, 105
126, 121
103, 117
117, 104
229, 116
127, 121
107, 101
140, 119
172, 126
123, 167
152, 117
123, 103
154, 157
108, 163
101, 123
133, 129
137, 103
331, 151
121, 115
178, 116
151, 115
169, 209
116, 120
113, 106
233, 162
262, 140
105, 119
151, 195
105, 232
140, 106
117, 108
149, 546
112, 145
150, 154
101, 128
103, 155
194, 200
138, 109
113, 235
117, 109
148, 114
190, 180
154, 132
148, 198
125, 114
101, 196
129, 155
193, 177
119, 132
130, 121
103, 139
106, 271
126, 167
106, 171
151, 131
101, 118
201, 199
109, 136
121, 230
124, 234
110, 127
168, 165
110, 142
135, 141
108, 105
103, 113
162, 110
110, 111
101, 120
102, 155
340, 103
105, 189
278, 116
122, 118
111, 244
113, 128
121, 104
113, 146
160, 212
114, 322
101, 119
111, 171
141, 128
102, 144
269, 104
118, 235
108, 129
164, 106
207, 109
130, 106
106, 193
147, 136
307, 371
111, 153
201, 136
148, 225
100, 300
151, 141
125, 164
113, 121
214, 151
116, 104
109, 105
110, 105
116, 172
112, 128
144, 326
105, 140
274, 119
116, 180
100, 101
157, 100
100, 122
143, 126
109, 312
244, 104
145, 112
109, 226
120, 124
101, 169
112, 114
114, 274
113, 122
134, 110
188, 250
103, 191
363, 176
197, 407
111, 128
124, 125
126, 119
137, 106
150, 183
103, 105
113, 104
233, 136
122, 110
131, 158
147, 105
640, 129
102, 103
118, 102
209, 111
101, 106
167, 127
142, 112
237, 111
122, 139
104, 129
160, 120
142, 146
100, 104
229, 132
188, 136
149, 186
105, 163
230, 128
177, 173
166, 190
308, 132
117, 137
188, 112
202, 113
234, 350
182, 146
118, 125
116, 119
135, 111
320, 121
199, 145
112, 100
121, 108
129, 110
100, 113
104, 348
205, 124
135, 156
164, 123
101, 149
122, 198
117, 183
116, 155
110, 269
100, 108
118, 202
203, 145
206, 114
199, 120
133, 205
155, 148
193, 138
106, 122
116, 263
232, 118
141, 116
111, 101
108, 138
159, 122
132, 159
143, 281
140, 129
139, 128
190, 126
250, 121
117, 145
104, 110
112, 112
148, 141
109, 137
101, 200
375, 112
211, 107
222, 141
139, 124
118, 112
121, 101
177, 102
130, 145
131, 124
104, 253
106, 109
107, 121
127, 201
103, 157
125, 104
138, 124
118, 127
143, 113
106, 112
166, 130
132, 108
133, 118
111, 104
102, 179
136, 106
162, 159
117, 263
107, 208
177, 111
139, 113
117, 110
167, 164
160, 121
103, 221
154, 195
122, 112
103, 101
146, 115
105, 157
106, 158
216, 247
126, 112
202, 147
106, 149
282, 171
100, 114
102, 170
104, 172
109, 107
151, 292
102, 106
110, 105
107, 245
124, 115
145, 141
103, 133
134, 134
190, 123
111, 101
106, 109
179, 106
131, 199
310, 144
146, 108
190, 118
106, 221
131, 119
101, 158
115, 127
103, 101
106, 106
134, 157
160, 121
108, 101
123, 116
110, 112
129, 175
106, 126
124, 186
149, 115
109, 194
110, 167
111, 112
129, 138
170, 138
140, 285
168, 109
149, 130
144, 216
133, 105
111, 180
120, 169
141, 135
112, 104
121, 519
123, 145
190, 149
122, 105
378, 438
159, 165
136, 118
155, 118
138, 121
260, 112
115, 128
120, 135
115, 186
118, 468
121, 147
104, 201
146, 133
130, 129
111, 100
144, 110
457, 120
101, 135
172, 162
517, 120
108, 250
150, 129
122, 105
105, 171
320, 128
168, 119
108, 219
112, 202
124, 181
119, 158
181, 103
100, 178
125, 101
120, 112
170, 119
152, 531
115, 120
128, 171
130, 142
136, 127
107, 118
233, 117
112, 108
110, 164
101, 144
128, 197
157, 128
148, 109
131, 104
128, 115
128, 109
115, 195
142, 196
144, 107
128, 111
151, 149
143, 139
103, 278
182, 114
154, 197
743, 110
156, 156
162, 120
308, 114
129, 125
145, 102
153, 100
230, 117
202, 134
132, 119
187, 111
103, 126
216, 106
123, 156
126, 107
136, 126
121, 115
109, 108
163, 108
127, 113
147, 107
116, 119
107, 111
165, 103
193, 115
124, 151
138, 133
108, 128
157, 145
110, 110
190, 191
156, 112
108, 333
124, 321
107, 510
111, 193
107, 140
111, 117
226, 102
122, 164
118, 232
124, 100
125, 148
128, 109
116, 165
124, 109
140, 108
126, 182
107, 359
172, 116
325, 103
109, 105
152, 125
128, 139
129, 302
119, 232
204, 205
240, 117
133, 122
136, 261
109, 103
106, 195
112, 144
149, 123
141, 126
178, 137
134, 101
161, 113
128, 111
240, 102
110, 114
353, 105
108, 219
126, 169
116, 104
156, 134
107, 215
122, 123
132, 106
245, 108
143, 160
176, 110
170, 133
129, 114
190, 123
117, 103
170, 116
109, 100
111, 153
172, 138
178, 130
108, 100
121, 143
123, 100
175, 118
108, 124
106, 101
151, 272
136, 110
111, 122
151, 143
130, 127
100, 163
127, 111
125, 114
212, 113
194, 104
113, 113
162, 165
113, 133
107, 127
102, 114
129, 161
111, 105
100, 131
135, 152
108, 105
109, 109
224, 157
125, 119
102, 118
151, 238
125, 101
109, 110
170, 129
182, 316
102, 205
112, 134
141, 132
153, 142
104, 113
116, 114
122, 134
130, 116
114, 101
161, 118
120, 124
114, 232
125, 130
107, 112
103, 100
110, 105
211, 131
152, 129
104, 121
107, 110
159, 130
132, 108
105, 104
132, 123
105, 114
193, 133
172, 107
126, 112
154, 145
134, 174
146, 184
260, 133
118, 143
104, 127
104, 112
158, 189
185, 113
102, 354
120, 138
122, 133
277, 113
105, 160
125, 141
102, 108
113, 140
101, 652
124, 307
133, 192
139, 147
117, 154
359, 104
133, 177
121, 140
170, 191
110, 110
120, 108
130, 133
305, 101
109, 100
110, 129
141, 111
129, 104
109, 104
344, 189
167, 115
133, 162
123, 106
134, 209
168, 117
158, 102
138, 107
110, 106
159, 109
108, 320
109, 121
126, 203
148, 101
661, 232
105, 329
164, 235
113, 115
147, 164
127, 111
144, 112
143, 119
115, 111
134, 135
122, 115
176, 141
113, 102
103, 173
245, 163
185, 241
148, 361
216, 123
217, 108
174, 135
471, 114
194, 143
137, 127
102, 280
169, 142
131, 110
440, 117
203, 112
120, 282
104, 116
154, 261
112, 119
234, 107
200, 179
118, 147
119, 118
100, 111
101, 138
169, 104
133, 134
162, 104
180, 159
125, 151
102, 224
144, 105
111, 118
103, 130
171, 100
154, 145
183, 104
116, 110
127, 116
128, 131
377, 114
144, 131
220, 120
145, 155
107, 106
121, 109
103, 104
117, 115
125, 123
204, 112
124, 137
317, 113
154, 114
131, 109
148, 103
168, 145
119, 122
109, 113
202, 217
102, 102
102, 125
112, 105
135, 142
125, 103
104, 116
117, 133
326, 115
207, 149
146, 122
252, 117
129, 154
102, 248
107, 111
110, 102
107, 112
104, 110
164, 118
118, 116
102, 196
122, 106
109, 180
155, 108
107, 138
217, 189
102, 184
109, 135
132, 111
129, 159
130, 165
174, 152
102, 238
290, 183
114, 115
108, 117
108, 142
128, 122
125, 110
142, 143
200, 131
127, 257
118, 155
129, 290
100, 102
151, 130
186, 127
110, 222
122, 109
158, 162
132, 273
105, 164
136, 143
109, 103
224, 196
158, 167
120, 110
154, 173
481, 111
162, 510
115, 124
129, 107
507, 169
103, 121
100, 183
108, 133
167, 115
115, 118
537, 132
124, 219
121, 109
148, 188
125, 120
143, 124
147, 120
123, 101
215, 100
108, 210
169, 112
114, 172
105, 129
117, 227
196, 154
113, 193
112, 167
162, 153
100, 123
133, 126
201, 109
318, 132
143, 121
134, 131
121, 167
122, 109
103, 164
101, 108
113, 119
104, 106
105, 120
101, 120
108, 170
106, 109
110, 154
153, 105
282, 148
148, 137
105, 111
106, 132
102, 137
169, 105
118, 180
115, 148
110, 124
193, 117
214, 209
173, 104
147, 289
115, 251
147, 102
102, 140
158, 160
110, 197
101, 120
121, 103
101, 109
109, 119
102, 134
104, 112
102, 301
145, 278
190, 124
102, 129
121, 119
124, 104
123, 130
161, 108
113, 100
103, 114
120, 126
120, 122
154, 144
195, 165
110, 314
102, 113
244, 157
111, 167
108, 114
114, 142
155, 170
164, 107
115, 129
118, 140
129, 123
313, 297
325, 118
119, 149
102, 111
124, 113
110, 130
138, 107
112, 204
293, 126
108, 112
106, 253
103, 237
105, 120
122, 128
102, 562
397, 101
284, 281
120, 117
142, 124
141, 105
169, 209
145, 119
102, 280
112, 101
122, 126
113, 136
121, 118
129, 132
174, 430
103, 196
380, 102
210, 253
101, 113
113, 146
168, 277
172, 134
185, 124
567, 222
121, 112
249, 205
169, 110
125, 109
140, 101
172, 122
100, 208
113, 495
288, 108
243, 385
128, 109
143, 113
107, 123
209, 101
255, 205
258, 117
107, 201
110, 312
104, 158
108, 160
163, 100
108, 165
211, 128
163, 189
154, 149
182, 110
250, 125
131, 105
287, 121
106, 214
114, 104
111, 126
349, 128
123, 104
111, 145
191, 101
145, 102
174, 132
134, 133
120, 113
111, 110
131, 108
159, 104
115, 151
130, 126
136, 198
135, 198
117, 133
118, 184
145, 143
127, 128
148, 107
134, 126
159, 106
103, 107
124, 116
120, 101
132, 107
105, 219
204, 145
119, 125
130, 760
116, 227
133, 159
159, 110
119, 111
163, 103
122, 116
135, 108
128, 145
117, 498
101, 170
101, 135
330, 105
126, 190
175, 216
115, 116
215, 149
111, 123
122, 101
151, 192
112, 124
280, 154
181, 130
238, 115
109, 112
115, 110
103, 116
186, 102
126, 115
230, 113
110, 111
144, 105
294, 245
137, 119
279, 114
111, 109
171, 109
309, 139
164, 210
360, 622
107, 114
110, 111
146, 103
115, 107
121, 110
125, 146
128, 105
177, 124
103, 121
209, 101
160, 106
111, 131
117, 109
107, 106
105, 106
106, 113
124, 118
135, 106
125, 244
114, 231
107, 175
135, 151
295, 120
107, 101
187, 103
103, 136
109, 115
106, 138
133, 115
165, 150
126, 240
101, 341
114, 137
105, 174
130, 123
155, 155
111, 114
121, 110
156, 139
111, 134
150, 115
107, 260
148, 115
132, 111
145, 115
350, 106
111, 649
105, 135
137, 111
119, 106
156, 105
203, 100
122, 114
110, 107
271, 128
165, 143
202, 295
136, 133
112, 106
185, 312
126, 177
105, 163
176, 111
116, 120
130, 161
133, 111
210, 122
112, 115
165, 129
130, 154
102, 114
117, 263
112, 371
127, 133
105, 116
130, 141
107, 145
119, 656
264, 164
120, 125
129, 509
162, 120
122, 102
164, 109
134, 113
267, 142
140, 114
136, 226
113, 104
125, 122
124, 101
103, 143
151, 127
142, 142
112, 103
105, 175
102, 219
110, 127
281, 100
156, 130
114, 147
108, 302
100, 170
201, 114
226, 116
164, 118
119, 197
102, 104
117, 150
161, 143
165, 218
124, 185
173, 152
116, 161
154, 103
113, 102
164, 126
101, 166
113, 214
104, 108
111, 200
136, 144
157, 142
164, 104
116, 129
165, 105
121, 110
342, 110
304, 114
100, 148
120, 113
159, 107
177, 164
343, 104
145, 103
114, 249
279, 253
136, 149
135, 117
177, 268
224, 135
103, 115
188, 102
135, 175
118, 136
126, 172
234, 110
703, 157
101, 330
192, 149
102, 107
140, 100
105, 109
150, 153
137, 128
145, 128
104, 159
197, 310
173, 123
166, 107
103, 112
639, 608
130, 530
156, 132
307, 135
111, 101
167, 213
101, 229
105, 153
140, 156
110, 113
110, 116
102, 105
114, 195
135, 104
102, 144
118, 102
144, 247
102, 118
126, 100
543, 162
101, 166
144, 102
149, 169
164, 115
129, 101
141, 167
117, 150
226, 150
133, 127
174, 139
107, 108
146, 183
105, 154
109, 140
156, 109
119, 162
100, 102
174, 151
192, 134
102, 118
135, 148
107, 336
118, 103
146, 316
135, 125
135, 163
148, 111
137, 181
807, 186
124, 155
103, 200
126, 103
257, 113
169, 171
209, 184
107, 125
129, 116
123, 243
122, 105
214, 102
139, 125
177, 114
163, 120
106, 162
111, 138
126, 115
126, 592
121, 121
113, 109
110, 107
102, 120
146, 136
169, 105
129, 110
112, 121
112, 220
235, 104
109, 148
130, 117
122, 175
100, 279
106, 126
270, 135
255, 110
177, 107
122, 208
136, 105
125, 118
111, 101
141, 130
122, 250
122, 117
102, 146
102, 135
102, 127
119, 102
124, 132
132, 120
106, 126
145, 367
146, 104
196, 112
110, 116
147, 126
117, 114
102, 178
111, 126
107, 113
107, 110
218, 109
164, 113
112, 110
199, 192
143, 101
116, 114
100, 101
122, 203
114, 147
109, 101
107, 137
115, 109
121, 136
156, 140
230, 225
207, 178
105, 143
105, 122
215, 100
113, 132
101, 144
210, 102
150, 115
237, 101
101, 106
102, 108
164, 118
122, 108
946, 107
185, 229
104, 155
156, 110
118, 196
148, 112
197, 472
188, 217
142, 157
268, 116
103, 199
118, 104
101, 122
113, 174
185, 163
101, 185
280, 194
160, 102
135, 126
113, 384
116, 436
111, 109
360, 104
105, 140
193, 103
535, 255
281, 118
101, 460
184, 116
171, 146
105, 177
128, 103
147, 112
105, 111
165, 121
111, 105
120, 129
117, 119
142, 126
101, 127
134, 101
122, 130
120, 125
129, 110
188, 114
251, 342
105, 123
102, 181
157, 107
104, 127
138, 116
142, 101
213, 101
121, 130
128, 124
102, 104
126, 127
142, 225
100, 107
106, 190
127, 104
180, 143
132, 204
125, 113
102, 135
177, 148
297, 124
155, 192
126, 106
119, 101
141, 123
105, 105
339, 167
102, 352
306, 109
181, 124
114, 143
105, 207
130, 138
107, 137
108, 100
113, 107
125, 101
101, 360
108, 121
100, 185
219, 105
371, 202
232, 101
191, 206
110, 147
116, 133
115, 125
123, 206
104, 142
126, 114
144, 170
126, 105
179, 129
104, 101
325, 105
197, 200
111, 188
160, 107
204, 137
102, 105
112, 120
150, 141
225, 106
128, 101
177, 101
115, 124
176, 183
139, 141
117, 159
145, 115
199, 130
108, 105
118, 314
113, 111
133, 117
119, 199
171, 104
127, 151
111, 101
155, 103
102, 102
133, 201
220, 108
128, 111
268, 107
137, 178
155, 179
280, 104
169, 111
118, 117
141, 171
110, 121
222, 161
106, 107
170, 204
111, 191
273, 189
156, 191
102, 110
105, 760
122, 157
177, 107
133, 164
113, 116
101, 149
156, 147
126, 378
105, 119
157, 111
135, 129
106, 197
118, 104
153, 105
306, 163
118, 103
163, 181
184, 134
100, 119
116, 113
164, 119
100, 127
103, 127
125, 108
229, 109
124, 127
163, 140
117, 106
158, 103
112, 151
196, 146
173, 140
127, 142
109, 128
102, 134
182, 182
376, 186
115, 102
116, 184
111, 111
103, 159
165, 185
118, 106
100, 105
110, 113
187, 104
410, 143
160, 126
113, 357
101, 116
131, 189
108, 130
149, 130
136, 102
117, 199
114, 122
138, 103
112, 100
110, 113
105, 126
137, 571
139, 135
142, 117
103, 276
116, 104
113, 232
291, 127
123, 142
102, 102
150, 121
252, 101
203, 132
104, 107
133, 116
124, 153
196, 103
152, 125
146, 116
200, 162
114, 109
199, 139
106, 182
105, 138
125, 107
146, 107
138, 138
108, 126
107, 114
145, 159
146, 106
124, 130
109, 107
101, 222
131, 230
145, 198
106, 130
126, 113
117, 141
239, 196
182, 137
102, 122
109, 111
283, 119
134, 139
106, 111
166, 140
174, 100
178, 189
233, 117
163, 135
110, 237
105, 159
109, 128
118, 106
118, 109
163, 122
147, 635
151, 141
119, 112
111, 132
131, 102
108, 116
102, 101
108, 420
118, 401
134, 141
222, 154
118, 105
110, 169
113, 140
101, 103
103, 151
102, 168
115, 124
103, 138
101, 139
145, 109
438, 157
110, 108
154, 141
107, 113
112, 103
101, 146
110, 112
124, 130
228, 125
138, 689
108, 147
167, 131
106, 194
107, 107
125, 188
120, 124
135, 145
146, 114
113, 196
139, 136
297, 143
112, 108
251, 159
157, 189
110, 116
188, 122
102, 140
1222, 108
126, 107
119, 433
101, 179
123, 137
126, 105
245, 174
100, 131
119, 338
108, 147
107, 106
121, 231
100, 147
112, 190
105, 114
125, 105
129, 426
113, 249
341, 114
161, 121
262, 110
134, 201
102, 136
121, 124
133, 142
106, 158
172, 135
144, 173
112, 264
143, 119
111, 106
130, 173
105, 186
157, 104
107, 126
131, 104
161, 105
609, 178
156, 121
112, 113
103, 122
102, 204
102, 153
148, 114
144, 115
158, 258
126, 112
159, 140
105, 125
159, 113
757, 113
120, 160
121, 120
134, 107
188, 201
125, 242
114, 130
174, 118
111, 126
153, 247
188, 123
200, 116
159, 139
445, 203
104, 156
107, 104
101, 137
200, 124
101, 122
143, 202
114, 105
173, 144
147, 138
102, 274
